"Key","SourceString"
"DFr_2B5B604F.Text","“With that out of the way, you must now make me another divine dish with cheese. The beauty of being a Gnomechef is knowing not only how to hunt creatures, but also how to season them before the kill!”"
"DFr_90943068.Text","“I will provide you with your first order. Make sure when you hunt the gamusino you cover it in cheese. Only then should you land the killing blow and make the divine dish!”"
"DFr_2E97D9E2.Text","“Any questions?”"
"DFr_8108533D.Text","“You are in a tavern in the north of the kingdom of Garcosa. A cosy heart amidst the savages wilderness.”"
"DFr_43F727D1.Text","“To save our King. The saviour and founder of Garcosa!”"
"DFr_AC6761DA.Text","“The greatest healers of the land have achieved little in aiding his recovery. We suspect that our goddess Caldaria has been slighted, so is punishing us. In light of this problem there have been changes to the frequency of royal banquets.”"
"DFr_85C851A2.Text","“Our greatest Gnomechef's send these divine dishes to the royal banquet. We hope the visions they will provide may please Caldaria so she cures our king.”"
"DFr_2772FD02.Text","“The very nature of our world is inside a cosmic cauldron. We are destined to be consumed. All gnomes should celebrate this cycle of life-to-dish by seeking out and creating the greatest delicacies in the land. If prepared correctly they gain divine properties!”"
"DFr_4202CAA9.Text","“That is the art of being a Gnomechef! If you hunt a creature using divine techniques, the dish created allows the one who consumes it to commune with Caldaria herself!”"
"DFr_5076F538.Text","“If you combine various ingredients on a live animal before its death, the flavours mix with its flesh. This act of life-to-dish is what makes the plate divine!”"
"DFr_A8C02131.Text","“Exactly, If you follow my recipes the dishes will also have a great taste! This further elevates the power of their vision!”"
"DFr_989C6809.Text","“Think of it what you will Ghunter.”"
"DFr_70A2B5E7.Text","“Caldaria has spoken unto her humble witnesses her divine will, the world is a broth, its continents ripened floating ingredients. We must have faith in her strength and divine wisdom!”"
"DFr_B8014B09.Text","“Fantastic stuff.”"
"DFr_C2A18C38.Text","“-and may her broth guide us all!”"
"DFr_A43D96AC.Text","“If you're ever in the need of counsel, the residents of the tavern can provide guidance or help.”"
"DFr_24516519.Text","“I am Gooker. Your Tavern-Keep. I will provide you with recipes to make divine dishes!”"
"DFr_7AB58A91.Text","“I am also your ambassador to the kingdom. I will keep you up to date on any developments in the kings health.”"
"DFr_2B564F76.Text","“As well as provide you with upgrades to your arsenal of cooking utensils.”"
"DFr_A7AD0827.Text","“Anything else you'd like to know?”"
"DFr_9506918D.Text","“Have another bite of the Divine Dish of the Tutorial and bring me the recipe I have ordered.”"
"DFr_7E0A52E4.Text","“I don't care, eat the plate you selfish little-”"
"DFr_F146A5AE.Text","“I mean.. ahem, surely you do not wish to have our king perish?”"
"DFr_BFBE0113.Text","“Your uncle had a similar displeasure to divine dishes, as well as our king. However, I have a solution to this problem.”"
"DFr_B44E841A.Text","*Before you can react he flings a spoonful of the food into your open mouth*"
"DFr_E166C1F5.Text","“Hello Hello! You must be our new Gnomechef. I didn't expect you to be so small and funny looking!”"
"DFr_A6D72A76.Text","“So, what do you think I am actually called?”"
"DFr_615BA7AE.Text","“Don't body-shame me! I am quite large but that's a good thing.”"
"DFr_CBB0AC69.Text","“Touche my good sir! Just be careful that you're not blasphemous to our cosmos!”"
"DFr_2EFF64F9.Text","“I guess I did provoke ya, but being small ain't a positive. Unlike being large and merry like me.”"
"DFr_3603C946.Text","“I forgive you. Small man syndrome is a tough condition, Gooker has it quite severely!”"
"DFr_C6AA28F9.Text","“I can't deny I am big boned. It took aeons of good eating to look like this.”"
"DFr_1B6E08A0.Text","“I not only believe but embody the very nature of our cosmos!”"
"DFr_BE73E1BB.Text","“I already know your name my dear chap, but you don't seem to know mine. My real name, that is.”"
"DFr_71515977.Text","“Hey ho! I like your style. You and me are gonna go a long way together with that attitude.”"
"DFr_20AE1B1D.Text","“Always, but I'm serious! Our world is a cosmic cauldron, insult my holy attire at your own peril!”"
"DFr_A4E92C35.Text","“Whoa steady on my boy! No one likes self fellatio, especially in public as you are doing right now.”"
"DFr_3529A6CE.Text","“Then we shall stick with Gavern.”"
"DFr_6F596A12.Text","“Nice try bucko! In that case no ones real name starts with a G.”"
"DFr_99BA2AB1.Text","“MhMMMM!! I do decree that I am the grand overseer, but no, it's not that.”"
"DFr_FE5636D0.Text","“Also, this is not a bucket it's a cauldron you dick!”"
"DFr_76691EEA.Text","“I can't deny I am big boned. It took aeons of good eating to look like this.”"
"DFr_66C91A64.Text","“Nope. You are yapping away with silly guesses!”"
"DFr_C98D2D45.Text","“Doesn't matter really does it?”"
"DFr_ED5F9A63.Text","“I wanted to see what you would answer. It tells me a lot about who you are and how you think!”"
"DFr_BABF75A6.Text","“Hey ho! I like your style. You and me are gonna go a long way together with that attitude.”"
"DFr_CDADBBC6.Text","“That's enough chit-chat for now fella. Come back anytime and ask me whatever you wanna know!”"
"DFr_1047F0CA.Text","“Oh you’re back .” *Sniff* “I see you have the royal dishes!”"
"DFr_64CB9291.Text","“We shall hand in the dish to the king himself! Pack your things we have a weeks travel ahead of us!”"
"DFr_621BCBF5.Text","“Don’t worry, I will make sure it is kept somewhere cold on the journey!”"
"DFr_E5BD2A39.Text","“After I found out that Guncle poisoned the king…well I called the inquisition. All the residents have been called in for” *Ahem* “Questioning.”"
"DFr_F4EC6876.Text","“However that fat gnome Gavern disappeared just before they arrived”."
"DFr_D82F5738.Text","“Chop chop lad! This is it! Our moment to rise to fame and glory!”"
"DFr_F883B486.Text","“I shall send them to Gureau's manor at once!”"
"DFr_1A749C3B.Text","“In other news... It seems your Guncle's more... questionable acquaintances have returned from their trip to Zerrol. Back there is the tavern healer Goctor, as well as the weaver and craftsman Gailor.”"
"DFr_A244A14A.Text","“So while we wait for Gureau to taste your dishes, I want you to go out and complete these orders for me. I shall use them to curry favour with an informant, intel is key my dear Ghunter!”"
"DFr_BDC3A337.Text","“Oh and I almost forgot! Here is your upgrade to your Gleaver! You can now mash up creatures and make new recipes!”"
"DFr_1AD94C00.Text","“Yes they do. For centuries if I recall correctly. They may help in finding him, though be wary of speaking with the weaver Gailor.”"
"DFr_0650599B.Text","“Well, Gailor specifically is a heretic. He fought with the tribes during the Caldarian Conquest and should be in a prison cell. Our inquisition would soon enlighten him to our goddess. However Goctor has vouched for him, and his devout faith and reputation I cannot question. Despite that, be careful of what that flamboyant gnome tells you.”"
"DFr_709B08FD.Text","“The statue blocking the entry to the festival should be opened by one of those recipes!”"
"DFr_51EA140A.Text","“Holy broth Ghunter! I thought you were dead. I found you passed out outside the Tavern.”"
"DFr_9ECB8E69.Text","“Fortunately you rucksack was not damaged, nor the plates inside. It seems although you suffered critical injuries you managed to bring back all the royal orders!”"
"DFr_8F8D89C3.Text","“More than just famous.”"
"DFr_55DAA7C8.Text","“I have my ways of getting the true story heard, my dear Ghunter.”"
"DFr_08132F7A.Text","“Winning the mayors competition in mere days has made people begin to murmur.”"
"DFr_AF677AA5.Text","“Murmurs that you are a holy Gnomechef. Chosen by Caldaria herself!”"
"DFr_3C95DB1E.Text","“With a carefully placed remark or two, I have gotten other Tavern-keepers to begin murmurs of your lineage!”"
"DFr_C57ED407.Text","“To get the archbishop to do a Test of Taste with your delicacies. we are going to need more firepower, or should I say... waterpower  hee hee”"
"DFr_F2E0F315.Text","“In other news Gmith an ally of mine and a prodigal tinkerer has heard of your rising fame. He arrived just after you left this morning.”"
"DFr_6D0A995F.Text","“This is fortunate as Mayor Gureau was most pleased with your dish. He had entered us into Archbishop Gyre's preliminary test of taste for the Royal Competition.”"
"DFr_0EA08203.Text","“I present to you the badge of Caldaria's Holy Water, this shall allow you to open any shrines that allow your Glunderbuss to use its Boil ammunition.  Go out an impress the Archbishop with this list of Divine dishes.”"
"DFr_835CBE9A.Text","“Caldaria give me strength! Ghunter! I thought you were dead. I found you passed out outside the Tavern.”"
"DFr_13C7E2BE.Text","“Fortunately you rucksack was not damaged, nor the plates inside. It seems although you suffered critical injuries you managed to bring back all the royal orders!”"
"DFr_9C7A417A.Text","“Moving on, the people of Gernik have not eaten cucafera in decades! Your orders have knocked it out the park!”"
"DFr_3F5FDCDF.Text","“It is an acquired taste but very hard to get a hold of outside of this province.”"
"DFr_B363B998.Text","“Well your Guncle had grown reluctant to cook 'em. Said they had gotten timid since the great war and didn't pose a fight.”"
"DFr_ADC00FA1.Text","“Moving on upwards and onwards, I present to you the final piece for your melee weapon, The Ghalberd!”"
"DFr_4F00D0A7.Text","“A complete waste of reputation if you ask me.”"
"DFr_22D59BB3.Text","“Go get 'em tiger!”"
"DFr_CE423B25.Text","“You can now skewer enemies for new recipes and collect any winesap you find out in your adventures.”"
"DFr_3276BBB5.Text","“Holy broth Ghunter! I thought you were dead. I found you passed out outside the Tavern.”"
"DFr_CA015FED.Text","“Fortunately you rucksack was not damaged, nor the plates inside. It seems although you suffered critical injuries you managed to bring back all the royal orders!”"
"DFr_A4A252E0.Text","“I can't believe my luck! I did it. I have actually done it. Holy broth!”"
"DFr_D1B970C6.Text","“Ghunter, these orders will not just get us placed highly. It will win us everything!”"
"DFr_80BC6937.Text","“The Archbishop said he convened with Caldaria herself after a single morsel!!”"
"DFr_0AAFCEBA.Text","“Yeeeeehaw baby wooohohohooo! I'm taking us all the way now!”"
"DFr_59C6AC46.Text","“I said we though? I couldn't have done this without you.”"
"DFr_B986C58A.Text","“You must of misheard me from all the excitement!”"
"DFr_76697686.Text","“I pulled every string available to me and got the crispiest, crunchiest intel on how we can heal the KING!”"
